CustomerID,TotalAmountSpent,PurchaseFrequency,AOV,PreferredProduct,cluster_label
12451,8998.44,5,1799.688,PACK OF 20 NAPKINS RED APPLES,2
12452,386.57,2,193.285,POSTAGE,0
12453,707.09,1,707.09,6 RIBBONS RUSTIC CHARM,0
12454,2930.84,1,2930.84,3 DRAWER ANTIQUE WHITE WOOD CABINET,2
12455,2323.46,6,387.24333333333334,POSTAGE,0
12456,2851.04,3,950.3466666666667,MEDIUM MEDINA STAMPED METAL BOWL ,2
12457,2187.23,7,312.4614285714286,POSTAGE,0
12458,859.4,2,429.7,LUNCH BAG CARS BLUE,0
12461,716.88,2,358.44,ALARM CLOCK BAKELIKE CHOCOLATE,0
12462,1099.59,2,549.795,CERAMIC BOWL WITH STRAWBERRY DESIGN,0
12463,1344.78,4,336.195,POSTAGE,0
12464,1212.05,8,151.50625,POSTAGE,0
12465,742.1899999999999,2,371.09499999999997,POSTAGE,0
12468,729.5400000000001,2,364.77000000000004,CHILDRENS APRON APPLES DESIGN,0
12471,19368.05,30,645.6016666666667,POSTAGE,0
12472,6573.79,7,939.1128571428571,POSTAGE,2
12473,2956.23,5,591.246,Manual,0
12474,7377.04,18,409.8355555555556,POSTAGE,0
12475,738.38,1,738.38,12 PENCIL SMALL TUBE WOODLAND,0
12476,6814.47,11,619.4972727272727,POSTAGE,0
12477,13154.74,6,2192.4566666666665,FOUR HOOK  WHITE LOVEBIRDS,2
12478,599.99,1,599.99,12 PENCILS TALL TUBE RED RETROSPOT,0
12479,527.2,1,527.2,12 PENCIL SMALL TUBE WOODLAND,0
12480,3132.08,4,783.02,FAWN BLUE HOT WATER BOTTLE,0
12481,5596.32,10,559.632,POSTAGE,0
12483,2198.98,8,274.8725,POSTAGE,0
12484,4331.72,6,721.9533333333334,BLUE HAPPY BIRTHDAY BUNTING,0
12488,1298.66,3,432.8866666666667,ASSORTED COLOUR MINI CASES,0
12489,334.93,1,334.93,BAKING SET 9 PIECE RETROSPOT ,0
12490,5417.93,10,541.793,POSTAGE,0
12491,460.40000000000003,1,460.40000000000003,12 PENCIL SMALL TUBE WOODLAND,0
12492,263.21000000000004,2,131.60500000000002,POSTAGE,0
12493,433.74,2,216.87,LUNCH BAG APPLE DESIGN,0
12494,1246.1000000000001,7,178.01428571428573,POSTAGE,0
12497,990.6,1,990.6,BLUE HARMONICA IN BOX ,2
12498,403.70000000000005,3,134.5666666666667,PINK OWL SOFT TOY,0
12500,3548.59,11,322.59909090909093,POSTAGE,0
12501,2169.39,1,2169.39,12 IVORY ROSE PEG PLACE SETTINGS,2
12502,3462.92,5,692.5840000000001,POSTAGE,0
12504,482.04999999999995,2,241.02499999999998,CAKE STAND 3 TIER MAGIC GARDEN,0
12506,73.5,1,73.5,BAKING MOULD EASTER EGG MILK CHOC,0
12507,1061.41,3,353.80333333333334,JAM MAKING SET WITH JARS,0
12508,398.27,2,199.135,BASKET OF TOADSTOOLS,0
12509,176.5,1,176.5,CHARLOTTE BAG PINK POLKADOT,0
12510,922.5699999999999,2,461.28499999999997,BLACK RECORD COVER FRAME,0
12512,138.03,2,69.015,SET OF 3 NOTEBOOKS IN PARCEL,0
12513,612.29,1,612.29,CAKE STAND 3 TIER MAGIC GARDEN,0
12514,1017.68,1,1017.68,12 EGG HOUSE PAINTED WOOD,2
12515,332.7,1,332.7,ASSORTED COLOURS SILK FAN,0
12516,1280.38,2,640.19,JUMBO BAG RED RETROSPOT,0
12517,2502.84,5,500.56800000000004,60 TEATIME FAIRY CAKE CASES,0
12518,2056.89,5,411.378,POSTAGE,0
12519,340.84,1,340.84,RED RETROSPOT BOWL,0
12520,2634.26,5,526.8520000000001,POSTAGE,0
12521,599.68,1,599.68,3 TIER CAKE TIN GREEN AND CREAM,0
12522,207.72,2,103.86,POSTAGE,0
12523,1782.77,11,162.07,POSTAGE,0
12524,4349.5199999999995,8,543.6899999999999,POSTAGE,0
12526,1316.66,3,438.8866666666667,POSTAGE,0
12527,348.71000000000004,3,116.23666666666668,60 TEATIME FAIRY CAKE CASES,0
12528,1933.48,6,322.24666666666667,POSTAGE,0
12530,1594.48,4,398.62,JUMBO BAG RED RETROSPOT,0
12531,113.27000000000001,1,113.27000000000001,ALPHABET STENCIL CRAFT,0
12532,349.83000000000004,1,349.83000000000004,6 RIBBONS EMPIRE  ,0
12534,1088.23,1,1088.23,3 STRIPEY MICE FELTCRAFT,2
12535,716.35,2,358.175,BAKING SET 9 PIECE RETROSPOT ,0
12536,4315.71,3,1438.57,Manual,2
12538,363.95,1,363.95,BLUE POLKADOT LUGGAGE TAG ,0
12539,5568.35,4,1392.0875,JAM MAKING SET PRINTED,2
12540,12738.289999999999,17,749.3111764705882,POSTAGE,0
12541,931.18,3,310.3933333333333,POSTAGE,0
12544,352.7,1,352.7,6 RIBBONS RUSTIC CHARM,0
12545,940.39,2,470.195,CAKE PLATE LOVEBIRD PINK,0
12546,1118.22,2,559.11,CHRISTMAS CRAFT LITTLE FRIENDS,0
12547,187.79999999999998,2,93.89999999999999,POSTAGE,0
12548,85.19999999999999,1,85.19999999999999,POSTAGE,0
12550,914.83,1,914.83,6 RIBBONS RUSTIC CHARM,2
12551,168.0,1,168.0,JUMBO  BAG BAROQUE BLACK WHITE,0
12552,371.82,2,185.91,3 TIER CAKE TIN RED AND CREAM,0
12553,3692.28,10,369.228,POSTAGE,0
12556,603.71,2,301.855,PLASTERS IN TIN SKULLS,0
12557,5937.34,5,1187.468,LUNCH BAG CARS BLUE,2
12558,269.96,1,269.96,CARD DOLLY GIRL ,0
12559,561.71,2,280.855, SET 2 TEA TOWELS I LOVE LONDON ,0
12560,2134.01,3,711.3366666666667,ALARM CLOCK BAKELIKE CHOCOLATE,0
12561,238.85,1,238.85,BLUE POLKADOT WRAP,0
12562,3781.7400000000002,7,540.2485714285715,POSTAGE,0
12564,456.9,1,456.9, SPACEBOY BABY GIFT SET,0
12565,145.92,1,145.92,ASSORTED BOTTLE TOP  MAGNETS ,0
12566,351.65,1,351.65,ASSORTED BOTTLE TOP  MAGNETS ,0
12567,9303.16,10,930.316,POSTAGE,2
12569,4124.69,32,128.8965625,POSTAGE,0
12571,519.61,2,259.805,SET/20 RED RETROSPOT PAPER NAPKINS ,0
12572,1022.67,2,511.335,ALARM CLOCK BAKELIKE GREEN,0
12573,160.54000000000002,1,160.54000000000002,CIRCUS PARADE CHILDRENS EGG CUP ,0
12574,218.45,1,218.45,ANTIQUE GLASS DRESSING TABLE POT,0
12576,1304.93,5,260.986,LARGE CHINESE STYLE SCISSOR,0
12577,658.22,3,219.40666666666667,ANTIQUE ALL GLASS CANDLESTICK,0
12578,2654.51,2,1327.255,FELTCRAFT DOLL MOLLY,2
12579,440.42,1,440.42,36 PENCILS TUBE WOODLAND,0
12580,415.7,1,415.7,BUTTERFLIES STICKERS,0
12581,197.71,1,197.71,3 RAFFIA RIBBONS 50'S CHRISTMAS ,0
12582,423.36,2,211.68,POSTAGE,0
12583,7198.18,15,479.8786666666667,POSTAGE,0
12584,2308.15,9,256.4611111111111,DOORMAT UNION FLAG,0
12585,1973.86,2,986.93,ASSORTED COLOUR BIRD ORNAMENT,2
12586,198.62,1,198.62,ABC TREASURE BOOK BOX ,0
12587,122.0,1,122.0,JUMBO BAG OWLS,0
12588,192.89999999999998,1,192.89999999999998,BAKING SET 9 PIECE RETROSPOT ,0
12589,646.68,2,323.34,CERAMIC STRAWBERRY CAKE MONEY BANK,0
12590,9034.26,2,4517.13, SET 2 TEA TOWELS I LOVE LONDON ,2
12591,422.85,1,422.85,36 FOIL HEART CAKE CASES,0
12592,437.6,2,218.8,LUNCH BAG APPLE DESIGN,0
12593,418.09999999999997,3,139.36666666666665,LUNCH BAG WOODLAND,0
12594,3298.2200000000003,10,329.822,CHILDRENS APRON APPLES DESIGN,0
12596,559.47,2,279.735,FRIDGE MAGNETS LES ENFANTS ASSORTED,0
12597,3594.58,4,898.645,POSTAGE,2
12598,3023.08,8,377.885,CHARLOTTE BAG DOLLY GIRL DESIGN,0
12599,1032.58,7,147.51142857142855,POSTAGE,0
12600,2599.04,10,259.904,POSTAGE,0
12601,555.11,5,111.022,POSTAGE,0
12602,153.12,1,153.12,BOX OF VINTAGE ALPHABET BLOCKS,0
12603,739.1999999999999,1,739.1999999999999,POSTAGE,0
12604,254.18,2,127.09,PINK FAIRY CAKE CHILDRENS APRON,0
12607,1579.51,1,1579.51,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2
12609,1126.85,3,375.6166666666666,POSTAGE,0
12610,1927.54,5,385.508,POSTAGE,0
12611,1121.32,1,1121.32,12 PENCILS TALL TUBE RED RETROSPOT,2
12612,704.0400000000001,1,704.0400000000001,ANT COPPER LIME BOUDICCA BRACELET,0
12613,3344.38,5,668.876,POSTAGE,0
12614,315.6,1,315.6,ASSORTED COLOUR MINI CASES,0
12615,2291.19,4,572.7975,POSTAGE,0
12616,713.3,2,356.65,12 PENCILS TALL TUBE RED RETROSPOT,0
12617,355.53,1,355.53,IVORY WICKER HEART MEDIUM,0
12618,155.31,1,155.31,BAKING SET 9 PIECE RETROSPOT ,0
12619,3011.48,9,334.6088888888889,POSTAGE,0
12620,1339.41,3,446.47,LUNCH BAG APPLE DESIGN,0
12621,13261.23,20,663.0615,POSTAGE,0
12622,180.1,1,180.1,BALLOONS  WRITING SET ,0
12623,305.1,1,305.1,APRON APPLE DELIGHT,0
12624,641.13,2,320.565,BAG 125g SWIRLY MARBLES,0
12625,2683.82,2,1341.91,10 COLOUR SPACEBOY PEN,2
12626,6620.48,9,735.6088888888888,POSTAGE,0
12627,4504.53,7,643.5042857142856,POSTAGE,0
12628,786.46,3,262.15333333333336,DOUGHNUT LIP GLOSS ,0
12630,1138.88,2,569.44,CAKE STAND LOVEBIRD 2 TIER PINK,0
12631,552.5,1,552.5,BLUE VINTAGE SPOT BEAKER,0
12633,2057.98,4,514.495,POSTAGE,0
12635,1707.54,2,853.77,COFFEE MUG APPLES DESIGN,2
12637,5986.05,8,748.25625,PLASTERS IN TIN WOODLAND ANIMALS,0
12638,583.69,1,583.69,12 PENCIL SMALL TUBE WOODLAND,0
12639,420.1,1,420.1,36 FOIL HEART CAKE CASES,0
12640,1174.58,3,391.52666666666664,BOX OF 6 MINI 50'S CRACKERS,0
12641,163.9,1,163.9,AIRLINE BAG VINTAGE TOKYO 78,0
12642,1013.26,3,337.75333333333333,6 RIBBONS RUSTIC CHARM,0
12643,2413.6,6,402.26666666666665,POSTAGE,0
12644,477.91,1,477.91,BOX OF 6 MINI 50'S CRACKERS,0
12645,1775.18,4,443.795,POSTAGE,0
12646,1346.97,2,673.485,SET 12 COLOURING PENCILS DOILY,0
12647,3710.97,12,309.2475,POSTAGE,0
12648,318.05,1,318.05,BLUE HAPPY BIRTHDAY BUNTING,0
12649,633.87,3,211.29,POSTAGE,0
12650,314.44,1,314.44,CARD I LOVE LONDON ,0
12651,114.0,1,114.0,BAKING SET 9 PIECE RETROSPOT ,0
12652,919.98,1,919.98, SET 2 TEA TOWELS I LOVE LONDON ,2
12653,2209.85,2,1104.925,BLUE DINER WALL CLOCK,2
12654,601.98,5,120.396,POSTAGE,0
12656,4051.17,5,810.234,POSTAGE,0
12657,1517.18,4,379.295,POSTAGE,0
12658,686.05,1,686.05,3D CHRISTMAS STAMPS STICKERS ,0
12659,91.68,1,91.68,BELLE JARDINIERE CUSHION COVER,0
12660,245.1,1,245.1,BIRDS MOBILE VINTAGE DESIGN,0
12662,3837.83,11,348.89363636363635,POSTAGE,0
12664,4661.88,9,517.9866666666667,POSTAGE,0
12665,63.0,1,63.0,POSTAGE,0
12667,532.13,1,532.13,12 PENCILS TALL TUBE POSY,0
12668,3807.15,4,951.7875,CERAMIC CAKE DESIGN SPOTTED MUG,2
12669,1625.73,3,541.91,COFFEE MUG APPLES DESIGN,0
12670,2996.05,5,599.21,POSTAGE,0
12672,225.89999999999998,1,225.89999999999998,ASSORTED COLOUR MINI CASES,0
12673,610.52,2,305.26,12 PENCILS SMALL TUBE RED RETROSPOT,0
12674,1970.6,4,492.65,ICE CREAM SUNDAE LIP GLOSS,0
12676,1199.39,6,199.89833333333334,POSTAGE,0
12678,13493.66,12,1124.4716666666666,POSTAGE,2
12679,1113.02,4,278.255,POSTAGE,0
12680,862.81,4,215.7025,ALARM CLOCK BAKELIKE GREEN,0
12681,13756.78,22,625.3081818181819,POSTAGE,0
12682,12044.78,31,388.54129032258066,POSTAGE,0
12683,8476.57,15,565.1046666666666,POSTAGE,0
12684,2262.59,7,323.2271428571429,POSTAGE,0
12685,2863.08,6,477.18,ALARM CLOCK BAKELIKE GREEN,0
12686,89.14,1,89.14,CHARLOTTE BAG DOLLY GIRL DESIGN,0
12688,4666.98,1,4666.98,"METAL SIGN,CUPCAKE SINGLE HOOK",2
12689,1247.61,2,623.805,CHARLOTTE BAG DOLLY GIRL DESIGN,0
12690,389.01,1,389.01,LUNCH BAG APPLE DESIGN,0
12691,1035.8,6,172.63333333333333,POSTAGE,0
12693,855.91,4,213.9775,POSTAGE,0
12694,869.67,2,434.835,4 TRADITIONAL SPINNING TOPS,0
12695,582.1,4,145.525,DOORMAT KEEP CALM AND COME IN,0
12697,847.59,3,282.53000000000003,POSTAGE,0
12700,4941.67,4,1235.4175,POSTAGE,2
12701,798.91,2,399.455,FELTCRAFT 6 FLOWER FRIENDS,0
12702,219.0,1,219.0,CHARLIE+LOLA PINK HOT WATER BOTTLE,0
12703,283.55,1,283.55,AREA PATROLLED METAL SIGN,0
12704,2003.8899999999999,8,250.48624999999998,POSTAGE,0
12705,6885.41,9,765.0455555555556,POSTAGE,0
12707,603.42,1,603.42, SET 2 TEA TOWELS I LOVE LONDON ,0
12708,2712.91,10,271.291,POSTAGE,0
12709,9736.52,15,649.1013333333334,MINT KITCHEN SCALES,0
12710,1149.02,3,383.00666666666666,POSTAGE,0
12712,4389.13,13,337.62538461538463,POSTAGE,0
12713,848.55,1,848.55,BLUE HARMONICA IN BOX ,2
12714,4710.54,5,942.108,POSTAGE,2
12715,309.86,1,309.86,WALL TIDY RETROSPOT ,0
12716,1053.49,2,526.745,COFFEE MUG APPLES DESIGN,0
12717,881.03,2,440.515,BIG DOUGHNUT FRIDGE MAGNETS,0
12718,238.25,1,238.25,36 DOILIES VINTAGE CHRISTMAS,0
12719,644.95,2,322.475,BLACK ENAMEL FLOWER RING,0
12720,5748.97,25,229.9588,POSTAGE,0
12721,2662.37,6,443.7283333333333,POSTAGE,0
12722,997.63,4,249.4075,CHEST OF DRAWERS GINGHAM HEART ,0
12723,725.07,5,145.014,CHILDRENS CUTLERY CIRCUS PARADE,0
12724,1031.41,4,257.8525,POSTAGE,0
12725,407.8,1,407.8,3 GARDENIA MORRIS BOXED CANDLES,0
12726,2591.62,7,370.2314285714286,POSTAGE,0
12727,3991.1,7,570.1571428571428,POSTAGE,0
12728,836.33,4,209.0825,POSTAGE,0
12729,453.01,1,453.01,3 PIECE SPACEBOY COOKIE CUTTER SET,0
12731,18183.85,12,1515.3208333333332,LUNCH BAG RED RETROSPOT,2
12732,236.26000000000002,1,236.26000000000002,36 PENCILS TUBE RED RETROSPOT,0
12733,383.95,1,383.95, SET 2 TEA TOWELS I LOVE LONDON ,0
12734,110.39999999999999,1,110.39999999999999,CAKE PLATE LOVEBIRD PINK,0
12735,779.5699999999999,2,389.78499999999997,DOCTOR'S BAG SOFT TOY,0
12736,225.6,1,225.6,CAKE PLATE LOVEBIRD PINK,0
12738,155.35,1,155.35,6 RIBBONS RUSTIC CHARM,0
12739,993.54,2,496.77, SPACEBOY BABY GIFT SET,0
12740,427.6,1,427.6,36 PENCILS TUBE RED RETROSPOT,0
12743,546.43,2,273.215,COSY HOUR CIGAR BOX MATCHES ,0
12744,8881.99,7,1268.8557142857142,Manual,2
12747,4196.01,11,381.4554545454546,WOOD BLACK BOARD ANT WHITE FINISH,0
12748,31451.36,209,150.48497607655503,REX CASH+CARRY JUMBO SHOPPER,0
12749,4058.88,5,811.7760000000001,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
12750,275.88,1,275.88,4 TRADITIONAL SPINNING TOPS,0
12752,4366.78,1,4366.78,200 RED + WHITE BENDY STRAWS,2
12753,21058.87,6,3509.8116666666665,RED SPOTTY BISCUIT TIN,2
12754,972.38,3,324.12666666666667,EMERGENCY FIRST AID TIN ,0
12755,272.54999999999995,2,136.27499999999998,DELUXE SEWING KIT ,0
12756,112.07999999999998,1,112.07999999999998,KIDS RAIN MAC BLUE,0
12757,4238.84,13,326.0646153846154,LUNCH BAG PINK POLKADOT,0
12758,2791.59,2,1395.795,CHARLOTTE BAG SUKI DESIGN,2
12759,1531.44,3,510.48,LUNCH BAG SPACEBOY DESIGN ,0
12762,1785.32,2,892.66,BAKING SET 9 PIECE RETROSPOT ,2
12763,494.08,2,247.04,SET OF 72 PINK HEART PAPER DOILIES,0
12764,1693.88,1,1693.88,12 EGG HOUSE PAINTED WOOD,2
12766,6799.63,7,971.3757142857143,NATURAL SLATE HEART CHALKBOARD ,2
12769,1143.6,1,1143.6,CLOCK MAGNET MUM'S KITCHEN,2
12770,1351.45,1,1351.45,CHILDRENS APRON SPACEBOY DESIGN,2
12772,842.47,1,842.47,12 PENCILS TALL TUBE RED RETROSPOT,2
12775,1386.04,5,277.20799999999997,POSTAGE,0
12778,820.55,6,136.75833333333333,POSTAGE,0
12779,3981.36,8,497.67,STRAWBERRY CERAMIC TRINKET BOX,0
12781,804.74,2,402.37,12 PENCILS SMALL TUBE RED RETROSPOT,0
12782,2190.92,5,438.184,POSTAGE,0
12783,1531.55,6,255.25833333333333,POSTAGE,0
12784,554.42,2,277.21,JUMBO BAG PAISLEY PARK,0
12785,291.95,1,291.95,BREAD BIN DINER STYLE IVORY,0
12787,463.66,3,154.55333333333334,POSTAGE,0
12789,67.95,1,67.95,FAUX FUR CHOCOLATE THROW,0
12790,324.92,1,324.92,CARD CIRCUS PARADE,0
12791,192.60000000000002,1,192.60000000000002,HAND WARMER BIRD DESIGN,0
12792,380.53999999999996,1,380.53999999999996,20 DOLLY PEGS RETROSPOT,0
12793,515.48,2,257.74,LUNCH BAG SUKI  DESIGN ,0
12794,862.09,2,431.045,ICE CREAM PEN LIP GLOSS ,0
12795,390.48,1,390.48,BOX OF 6 CHRISTMAS CAKE DECORATIONS,0
12797,244.03,1,244.03,BINGO SET,0
12798,835.12,3,278.37333333333333,RABBIT NIGHT LIGHT,0
12802,427.58,1,427.58,AIRLINE BAG VINTAGE JET SET RED,0
12808,473.65000000000003,3,157.88333333333335,OVERNIGHT BAG VINTAGE ROSE PAISLEY,0
12809,459.31,1,459.31,CALENDAR PAPER CUT DESIGN,0
12811,495.85,3,165.28333333333333,POSTAGE,0
12812,229.64000000000001,1,229.64000000000001,60 CAKE CASES DOLLY GIRL DESIGN,0
12814,103.92,1,103.92,POSTAGE,0
12815,953.46,2,476.73,EDWARDIAN PARASOL BLACK,0
12816,484.25,2,242.125,GUMBALL MAGAZINE RACK,0
12817,144.04,1,144.04,ASSORTED COLOUR BIRD ORNAMENT,0
12818,1041.2,1,1041.2,BREAD BIN DINER STYLE MINT,2
12820,942.34,4,235.585,ANTIQUE SILVER T-LIGHT GLASS,0
12821,92.72,1,92.72,ALUMINIUM STAMPED HEART,0
12822,948.88,2,474.44,HAND WARMER RED LOVE HEART,0
12823,1759.5,5,351.9,DOORMAT UNION FLAG,0
12824,397.12,1,397.12,15CM CHRISTMAS GLASS BALL 20 LIGHTS,0
12826,1474.72,7,210.67428571428573,JUMBO BAG WOODLAND ANIMALS,0
12827,430.15000000000003,3,143.38333333333335,BAKING SET 9 PIECE RETROSPOT ,0
12828,1018.71,6,169.785,MINI CAKE STAND WITH HANGING CAKES,0
12829,229.14999999999998,2,114.57499999999999,ASS DES PHONE SPONGE CRAFT STICKER,0
12830,3541.12,6,590.1866666666666,BAG 125g SWIRLY MARBLES,0
12831,215.05,1,215.05,CREAM SWEETHEART MINI CHEST,0
12832,383.03,2,191.515,3 WHITE CHOC MORRIS BOXED CANDLES,0
12833,417.38,1,417.38,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
12834,312.38,1,312.38,6 EGG HOUSE PAINTED WOOD,0
12836,2612.86,4,653.215,LOVE BUILDING BLOCK WORD,0
12837,134.1,1,134.1,BREAD BIN DINER STYLE IVORY,0
12838,683.13,2,341.565,DRAWER KNOB VINTAGE GLASS STAR,0
12839,5591.42,14,399.38714285714286,STRAWBERRY CHARLOTTE BAG,0
12840,2726.77,4,681.6925,LUNCH BAG APPLE DESIGN,0
12841,4022.35,25,160.894,ASSORTED COLOURS SILK FAN,0
12842,1071.99,2,535.995,ASSORTED COLOUR BIRD ORNAMENT,0
12843,1702.26,8,212.7825,PARTY BUNTING,0
12844,325.96000000000004,2,162.98000000000002,FUNKY WASHING UP GLOVES ASSORTED,0
12845,290.29,4,72.5725,SET OF 20 KIDS COOKIE CUTTERS,0
12847,871.54,1,871.54,CHRISTMAS PUDDING TRINKET POT ,2
12849,1050.8899999999999,2,525.4449999999999,CHOCOLATE HOT WATER BOTTLE,0
12851,135.46,1,135.46,ASSORTED CIRCULAR MOBILE,0
12852,311.55,1,311.55,BAKING SET 9 PIECE RETROSPOT ,0
12853,1957.1000000000001,6,326.18333333333334,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
12854,1324.5,3,441.5,PINK HAPPY BIRTHDAY BUNTING,0
12855,38.1,1,38.1,JAM JAR WITH GREEN LID,0
12856,2181.61,6,363.6016666666667,36 PENCILS TUBE SKULLS,0
12857,1106.4,2,553.2,3 HOOK PHOTO SHELF ANTIQUE WHITE,0
12863,521.2,1,521.2,CERAMIC CAKE STAND + HANGING CAKES,0
12864,110.6,1,110.6,ASSORTED COLOURS SILK FAN,0
12865,1571.59,2,785.795,BREAD BIN DINER STYLE IVORY,0
